Pay_Mode,Pt_Amount,Send_Country,University,To_CCY,From_CCY,Pt_Amount_Final,FX,Spread,Fee
VISA: Debit/Credit in USD,"$13,846.00",Nigeria,Bath Spa,GBP,USD,13846,"13,128.86",0.054623174,0
Domestic Bank Transfer in Norwegian Krone (NOK),"kr109.668,00",Norway,Bath Spa,GBP,NOK,109668,"1,06,648.85",0.02830926,0
VISA: Debit/Credit in NOK,"kr110.727,00",Norway,Bath Spa,GBP,NOK,110727,"1,06,648.85",0.038239043,0
MasterCard: Debit/Credit in NOK,"kr110.727,00",Norway,Bath Spa,GBP,NOK,110727,"1,06,648.85",0.038239043,0
American Express in NOK,"kr110.727,00",Norway,Bath Spa,GBP,NOK,110727,"1,06,648.85",0.038239043,0
Online Bank Transfer,"kr109.668,00",Norway,Bath Spa,GBP,NOK,109668,"1,06,648.85",0.02830926,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Norway,Bath Spa,GBP,GBP,10023,10000,0,23
International Bank Transfer in US Dollars (USD),"$13,372.00",Norway,Bath Spa,GBP,USD,13372,"13,128.86",0.018519506,0
VISA: Debit/Credit in OMR,"ر.ع.5,323.000",Oman,Bath Spa,GBP,OMR,5323,"5,051.57",0.05373181,0
MasterCard: Debit/Credit in OMR,"ر.ع.5,323.000",Oman,Bath Spa,GBP,OMR,5323,"5,051.57",0.05373181,0
International Bank Transfer in US Dollars (USD),"$13,370.00",Oman,Bath Spa,GBP,USD,13370,"13,128.86",0.01836717,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Oman,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in PKR,"₨1,707,300.00",Pakistan,Bath Spa,GBP,PKR,1707300,"16,20,503.11",0.053561693,0
MasterCard: Debit/Credit in PKR,"₨1,707,300.00",Pakistan,Bath Spa,GBP,PKR,1707300,"16,20,503.11",0.053561693,0
UnionPay Card in PKR,"₨1,679,000.00",Pakistan,Bath Spa,GBP,PKR,1679000,"16,20,503.11",0.036097981,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Pakistan,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,370.00",Pakistan,Bath Spa,GBP,USD,13370,"13,128.86",0.01836717,0
MasterCard: Debit/Credit in PAB,"13,845.00 B/.",Panama,Bath Spa,GBP,PAB,13845,"13,136.26",0.053952952,0
VISA: Debit/Credit in PAB,"13,845.00 B/.",Panama,Bath Spa,GBP,PAB,13845,"13,136.26",0.053952952,0
International Bank Transfer in US Dollars (USD),"$13,374.00",Panama,Bath Spa,GBP,USD,13374,"13,128.86",0.018671842,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Panama,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in USD,"$13,773.00",Panama,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
MasterCard: Debit/Credit in USD,"$13,773.00",Panama,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
MasterCard: Debit/Credit in PGK,"45,409.00 K",Papua New Guinea,Bath Spa,GBP,PGK,45409,"42,903.61",0.058395785,0
Visa: Debit/Credit in PGK,"45,409.00 K",Papua New Guinea,Bath Spa,GBP,PGK,45409,"42,903.61",0.058395785,0
International Bank Transfer in US Dollars (USD),"$13,378.00",Papua New Guinea,Bath Spa,GBP,USD,13378,"13,128.86",0.018976514,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Papua New Guinea,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in New Zealand Dollar (NZD),"$20,187.00",Papua New Guinea,Bath Spa,GBP,NZD,20187,"19,789.65",0.020078677,0
VISA: Debit/Credit in PYG,"₲81,572,300.00",Paraguay,Bath Spa,GBP,PYG,81572300,"7,74,19,734.21",0.053637045,0
MasterCard: Debit/Credit in PYG,"₲81,572,300.00",Paraguay,Bath Spa,GBP,PYG,81572300,"7,74,19,734.21",0.053637045,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Paraguay,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,380.00",Paraguay,Bath Spa,GBP,USD,13380,"13,128.86",0.01912885,0
VISA: Debit/Credit in USD,"$13,780.00",Paraguay,Bath Spa,GBP,USD,13780,"13,128.86",0.049596081,0
MasterCard: Debit/Credit in USD,"$13,780.00",Paraguay,Bath Spa,GBP,USD,13780,"13,128.86",0.049596081,0
VISA: Debit/Credit in PEN,"S/.45,736.00",Peru,Bath Spa,GBP,PEN,45736,"43,410.96",0.053558825,0
MasterCard: Debit/Credit in PEN,"S/.45,736.00",Peru,Bath Spa,GBP,PEN,45736,"43,410.96",0.053558825,0
International Bank Transfer in US Dollars (USD),"$13,382.00",Peru,Bath Spa,GBP,USD,13382,"13,128.86",0.019281187,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Peru,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in Euros (EUR),"11.552,00 €",Peru,Bath Spa,GBP,EUR,11552,"11,210.54",0.030458836,0
VISA: Debit/Credit in USD,"$13,781.00",Peru,Bath Spa,GBP,USD,13781,"13,128.86",0.049672249,0
MasterCard: Debit/Credit in USD,"$13,781.00",Peru,Bath Spa,GBP,USD,13781,"13,128.86",0.049672249,0
VISA: Debit/Credit in PHP,"₱749,395.00",Philippines,Bath Spa,GBP,PHP,749395,"7,11,716.98",0.052939611,0
MasterCard: Debit/Credit in PHP,"₱749,395.00",Philippines,Bath Spa,GBP,PHP,749395,"7,11,716.98",0.052939611,0
UnionPay Card in PHP,"₱736,970.00",Philippines,Bath Spa,GBP,PHP,736970,"7,11,716.98",0.035481829,0
International Bank Transfer in US Dollars (USD),"$13,379.00",Philippines,Bath Spa,GBP,USD,13379,"13,128.86",0.019052682,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Philippines,Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer from a Polish Złoty (PLN) Account,"49,664.00 zł",Poland,Bath Spa,GBP,PLN,49664,"48,050.28",0.033583987,0
VISA: Debit/Credit in PLN,"50,632.00 zł",Poland,Bath Spa,GBP,PLN,50632,"48,050.28",0.053729552,0
MasterCard: Debit/Credit in PLN,"50,632.00 zł",Poland,Bath Spa,GBP,PLN,50632,"48,050.28",0.053729552,0
Online Bank Transfer,"49,664.00 zł",Poland,Bath Spa,GBP,PLN,49664,"48,050.28",0.033583987,0
International Bank Transfer in US Dollars (USD),"$13,380.00",Poland,Bath Spa,GBP,USD,13380,"13,128.86",0.01912885,0
American Express in EUR,"11.662,00 €",Poland,Bath Spa,GBP,EUR,11662,"11,210.54",0.040271031,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Poland,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Euros (EUR),"11.547,00 €",Portugal,Bath Spa,GBP,EUR,11547,"11,210.54",0.030012827,0
VISA: Debit/Credit in EUR,"11.659,00 €",Portugal,Bath Spa,GBP,EUR,11659,"11,210.54",0.040003425,0
MasterCard: Debit/Credit in EUR,"11.659,00 €",Portugal,Bath Spa,GBP,EUR,11659,"11,210.54",0.040003425,0
American Express in EUR,"11.659,00 €",Portugal,Bath Spa,GBP,EUR,11659,"11,210.54",0.040003425,0
PayPal in EUR,"11.771,00 €",Portugal,Bath Spa,GBP,EUR,11771,"11,210.54",0.049994023,0
Online Bank Transfer,"11.548,00 €",Portugal,Bath Spa,GBP,EUR,11548,"11,210.54",0.030102029,0
International Bank Transfer in US Dollars (USD),"$13,379.00",Portugal,Bath Spa,GBP,USD,13379,"13,128.86",0.019052682,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Portugal,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,380.00",Puerto Rico,Bath Spa,GBP,USD,13380,"13,128.86",0.01912885,0
International Bank Transfer in Canadian Dollars (CAD),"$17,510.00",Puerto Rico,Bath Spa,GBP,CAD,17510,"17,171.08",0.019737838,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Puerto Rico,Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer in Qatari Riyal (QAR),"49,229.00 ر.ق",Qatar,Bath Spa,GBP,QAR,49229,"47,840.56",0.029022236,0
VISA: Debit/Credit in QAR,"50,423.00 ر.ق",Qatar,Bath Spa,GBP,QAR,50423,"47,840.56",0.053980137,0
MasterCard: Debit/Credit in QAR,"50,423.00 ر.ق",Qatar,Bath Spa,GBP,QAR,50423,"47,840.56",0.053980137,0
International Bank Transfer in US Dollars (USD),"$13,380.00",Qatar,Bath Spa,GBP,USD,13380,"13,128.86",0.01912885,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Qatar,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in Euros (EUR),"11.549,00 €",Reunion,Bath Spa,GBP,EUR,11549,"11,210.54",0.030191231,0
International Bank Transfer in US Dollars (USD),"$13,380.00",Reunion,Bath Spa,GBP,USD,13380,"13,128.86",0.01912885,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Reunion,Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer in Romanian Leu (RON),"RON54.214,00",Romania,Bath Spa,GBP,RON,54214,"52,446.79",0.033695294,0
VISA: Debit/Credit in RON,"RON55.271,00",Romania,Bath Spa,GBP,RON,55271,"52,446.79",0.053849053,0
MasterCard: Debit/Credit in RON,"RON55.271,00",Romania,Bath Spa,GBP,RON,55271,"52,446.79",0.053849053,0
Online Bank Transfer,"RON54.214,00",Romania,Bath Spa,GBP,RON,54214,"52,446.79",0.033695294,0
International Bank Transfer in US Dollars (USD),"$13,383.00",Romania,Bath Spa,GBP,USD,13383,"13,128.86",0.019357355,0
American Express in EUR,"11.661,00 €",Romania,Bath Spa,GBP,EUR,11661,"11,210.54",0.040181829,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Romania,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in RUB,"909.752,00 руб",Russian Federation,Bath Spa,GBP,RUB,909752,"8,63,429.10",0.053649918,0
MasterCard: Debit/Credit in RUB,"909.752,00 руб",Russian Federation,Bath Spa,GBP,RUB,909752,"8,63,429.10",0.053649918,0
International Bank Transfer in US Dollars (USD),"$13,384.00",Russian Federation,Bath Spa,GBP,USD,13384,"13,128.86",0.019433523,0
International Bank Transfer in Euros (EUR),"11.547,00 €",Russian Federation,Bath Spa,GBP,EUR,11547,"11,210.54",0.030012827,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Russian Federation,Bath Spa,GBP,GBP,10000,10000,0,0
Debit/Credit Card in RWF,"12,231,200.00 FRw",Rwanda,Bath Spa,GBP,RWF,12231200,"1,15,94,237.75",0.054937829,0
International Bank Transfer in US Dollars (USD),"$13,386.00",Rwanda,Bath Spa,GBP,USD,13386,"13,128.86",0.019585859,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Rwanda,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in XCD,"$37,500.00",Saint Vincent and the Grenadines,Bath Spa,GBP,XCD,37500,"35,537.28",0.055229888,0
MasterCard: Debit/Credit in XCD,"$37,500.00",Saint Vincent and the Grenadines,Bath Spa,GBP,XCD,37500,"35,537.28",0.055229888,0
International Bank Transfer in US Dollars (USD),"$13,386.00",Saint Vincent and the Grenadines,Bath Spa,GBP,USD,13386,"13,128.86",0.019585859,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Saint Vincent and the Grenadines,Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer in Saudi Riyal (SAR),"ر.س50,724.00",Saudi Arabia,Bath Spa,GBP,SAR,50724,"49,314.36",0.028584777,0
VISA: Debit/Credit in SAR,"ر.س51,953.00",Saudi Arabia,Bath Spa,GBP,SAR,51953,"49,314.36",0.053506524,0
MasterCard: Debit/Credit in SAR,"ر.س51,953.00",Saudi Arabia,Bath Spa,GBP,SAR,51953,"49,314.36",0.053506524,0
International Bank Transfer in US Dollars (USD),"$13,385.00",Saudi Arabia,Bath Spa,GBP,USD,13385,"13,128.86",0.019509691,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Saudi Arabia,Bath Spa,GBP,GBP,10000,10000,0,0
Debit/Credit Card in XOF,"7,763,600.00 CFA",Senegal,Bath Spa,GBP,XOF,7763600,"73,67,566.10",0.053753695,0
International Bank Transfer in US Dollars (USD),"$13,387.00",Senegal,Bath Spa,GBP,USD,13387,"13,128.86",0.019662027,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Senegal,Bath Spa,GBP,GBP,10000,10000,0,0
Mastercard: Debit/Credit in RSD,"РСД1,401,200.00",Serbia,Bath Spa,GBP,RSD,1401200,"13,30,246.93",0.05333827,0
VISA: Debit/Credit in RSD,"РСД1,401,200.00",Serbia,Bath Spa,GBP,RSD,1401200,"13,30,246.93",0.05333827,0
International Bank Transfer in US Dollars (USD),"$13,388.00",Serbia,Bath Spa,GBP,USD,13388,"13,128.86",0.019738195,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Serbia,Bath Spa,GBP,GBP,10000,10000,0,0
VISA,"187,617.00 ₨",Seychelles,Bath Spa,GBP,SCR,187617,"1,78,816.78",0.049213614,0
MasterCard,"187,617.00 ₨",Seychelles,Bath Spa,GBP,SCR,187617,"1,78,816.78",0.049213614,0
International Bank Transfer in US Dollars (USD),"$13,388.00",Seychelles,Bath Spa,GBP,USD,13388,"13,128.86",0.019738195,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Seychelles,Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer in Singapore Dollar(SGD),"S$18,408.00",Singapore,Bath Spa,GBP,SGD,18408,"17,945.44",0.025775907,0
American Express in SGD,"S$18,408.00",Singapore,Bath Spa,GBP,SGD,18408,"17,945.44",0.025775907,0
VISA: Debit/Credit in SGD,"S$18,813.00",Singapore,Bath Spa,GBP,SGD,18813,"17,945.44",0.048344315,0
MasterCard: Debit/Credit in SGD,"S$18,813.00",Singapore,Bath Spa,GBP,SGD,18813,"17,945.44",0.048344315,0
International Bank Transfer in US Dollars (USD),"$13,388.00",Singapore,Bath Spa,GBP,USD,13388,"13,128.86",0.019738195,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Singapore,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Euros (EUR),"11.551,00 €",Slovakia,Bath Spa,GBP,EUR,11551,"11,210.54",0.030369634,0
VISA: Debit/Credit in EUR,"11.662,00 €",Slovakia,Bath Spa,GBP,EUR,11662,"11,210.54",0.040271031,0
MasterCard: Debit/Credit in EUR,"11.662,00 €",Slovakia,Bath Spa,GBP,EUR,11662,"11,210.54",0.040271031,0
American Express in EUR,"11.662,00 €",Slovakia,Bath Spa,GBP,EUR,11662,"11,210.54",0.040271031,0
PayPal in EUR,"11.775,00 €",Slovakia,Bath Spa,GBP,EUR,11775,"11,210.54",0.050350831,0
Online Bank Transfer,"11.551,00 €",Slovakia,Bath Spa,GBP,EUR,11551,"11,210.54",0.030369634,0
International Bank Transfer in US Dollars (USD),"$13,386.00",Slovakia,Bath Spa,GBP,USD,13386,"13,128.86",0.019585859,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Slovakia,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Euros (EUR),"11.552,00 €",Slovenia,Bath Spa,GBP,EUR,11552,"11,210.54",0.030458836,0
VISA: Debit/Credit in EUR,"11.663,00 €",Slovenia,Bath Spa,GBP,EUR,11663,"11,210.54",0.040360232,0
MasterCard: Debit/Credit in EUR,"11.663,00 €",Slovenia,Bath Spa,GBP,EUR,11663,"11,210.54",0.040360232,0
American Express in EUR,"11.663,00 €",Slovenia,Bath Spa,GBP,EUR,11663,"11,210.54",0.040360232,0
PayPal in EUR,"11.776,00 €",Slovenia,Bath Spa,GBP,EUR,11776,"11,210.54",0.050440032,0
Online Bank Transfer,"11.552,00 €",Slovenia,Bath Spa,GBP,EUR,11552,"11,210.54",0.030458836,0
International Bank Transfer in US Dollars (USD),"$13,387.00",Slovenia,Bath Spa,GBP,USD,13387,"13,128.86",0.019662027,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Slovenia,Bath Spa,GBP,GBP,10023,10000,0,23
Debit/Credit Card in SOS,"7,995,700.00 Sh",Somalia,Bath Spa,GBP,SOS,7995700,"75,87,021.07",0.053865532,0
International Bank Transfer in US Dollars (USD),"$13,388.00",Somalia,Bath Spa,GBP,USD,13388,"13,128.86",0.019738195,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Somalia,Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer in South African Rand (ZAR),"R192,332.00",South Africa,Bath Spa,GBP,ZAR,192332,"1,85,664.46",0.035911773,0
MasterCard: Debit/Credit in ZAR,"R194,550.00",South Africa,Bath Spa,GBP,ZAR,194550,"1,85,664.46",0.047858055,0
VISA: Debit/Credit in ZAR,"R194,550.00",South Africa,Bath Spa,GBP,ZAR,194550,"1,85,664.46",0.047858055,0
International Bank Transfer in US Dollars (USD),"$13,387.00",South Africa,Bath Spa,GBP,USD,13387,"13,128.86",0.019662027,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",South Africa,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in USD,"$13,787.00",South Africa,Bath Spa,GBP,USD,13787,"13,128.86",0.050129257,0
MasterCard: Debit/Credit in USD,"$13,787.00",South Africa,Bath Spa,GBP,USD,13787,"13,128.86",0.050129257,0
Domestic Bank Transfer in Euros (EUR),"11.558,00 €",Spain,Bath Spa,GBP,EUR,11558,"11,210.54",0.030994047,0
VISA: Debit/Credit in EUR,"11.669,00 €",Spain,Bath Spa,GBP,EUR,11669,"11,210.54",0.040895443,0
MasterCard: Debit/Credit in EUR,"11.669,00 €",Spain,Bath Spa,GBP,EUR,11669,"11,210.54",0.040895443,0
American Express in EUR,"11.669,00 €",Spain,Bath Spa,GBP,EUR,11669,"11,210.54",0.040895443,0
PayPal in EUR,"11.782,00 €",Spain,Bath Spa,GBP,EUR,11782,"11,210.54",0.050975243,0
Online Bank Transfer,"11.558,00 €",Spain,Bath Spa,GBP,EUR,11558,"11,210.54",0.030994047,0
International Bank Transfer in US Dollars (USD),"$13,394.00",Spain,Bath Spa,GBP,USD,13394,"13,128.86",0.020195204,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Spain,Bath Spa,GBP,GBP,10023,10000,0,23
VISA: Debit/Credit in LKR,"2,346,000.00 ₨",Sri Lanka,Bath Spa,GBP,LKR,2346000,"22,26,465.38",0.053688066,0
MasterCard: Debit/Credit in LKR,"2,346,000.00 ₨",Sri Lanka,Bath Spa,GBP,LKR,2346000,"22,26,465.38",0.053688066,0
International Bank Transfer in US Dollars (USD),"$13,390.00",Sri Lanka,Bath Spa,GBP,USD,13390,"13,128.86",0.019890531,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Sri Lanka,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in SRD,"103,360.00 $",Suriname,Bath Spa,GBP,SRD,103360,"98,106.72",0.053546587,0
MasterCard: Debit/Credit in SRD,"103,360.00 $",Suriname,Bath Spa,GBP,SRD,103360,"98,106.72",0.053546587,0
International Bank Transfer in US Dollars (USD),"$13,398.00",Suriname,Bath Spa,GBP,USD,13398,"13,128.86",0.020499876,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Suriname,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Swedish Krona (SEK),"kr119,252.00",Sweden,Bath Spa,GBP,SEK,119252,"1,15,988.88",0.028133042,0
VISA: Debit/Credit in SEK,"kr120,403.00",Sweden,Bath Spa,GBP,SEK,120403,"1,15,988.88",0.038056407,0
MasterCard: Debit/Credit in SEK,"kr120,403.00",Sweden,Bath Spa,GBP,SEK,120403,"1,15,988.88",0.038056407,0
Online Bank Transfer,"kr119,252.00",Sweden,Bath Spa,GBP,SEK,119252,"1,15,988.88",0.028133042,0
International Bank Transfer in US Dollars (USD),"$13,396.00",Sweden,Bath Spa,GBP,USD,13396,"13,128.86",0.02034754,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Sweden,Bath Spa,GBP,GBP,10023,10000,0,23
American Express in EUR,"11.674,00 €",Sweden,Bath Spa,GBP,EUR,11674,"11,210.54",0.041341452,0
Domestic Bank Transfer in Swiss Francs (CHF),"Fr13,150.00",Switzerland,Bath Spa,GBP,CHF,13150,"12,784.86",0.028560344,0
VISA: Debit/Credit in CHF,"Fr13,405.00",Switzerland,Bath Spa,GBP,CHF,13405,"12,784.86",0.048505811,0
MasterCard: Debit/Credit in CHF,"Fr13,405.00",Switzerland,Bath Spa,GBP,CHF,13405,"12,784.86",0.048505811,0
International Bank Transfer in US Dollars (USD),"$13,397.00",Switzerland,Bath Spa,GBP,USD,13397,"13,128.86",0.020423708,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Switzerland,Bath Spa,GBP,GBP,10023,10000,0,23
International Bank Transfer in Euros (EUR),"11.564,00 €",Switzerland,Bath Spa,GBP,EUR,11564,"11,210.54",0.031529257,0
Domestic Bank Transfer in Swiss Francs (CHF),"Fr13,147.00",Syrian Arab Republic,Bath Spa,GBP,CHF,13147,"12,783.84",0.02840774,0
VISA: Debit/Credit in CHF,"Fr13,402.00",Syrian Arab Republic,Bath Spa,GBP,CHF,13402,"12,783.84",0.048354798,0
MasterCard: Debit/Credit in CHF,"Fr13,402.00",Syrian Arab Republic,Bath Spa,GBP,CHF,13402,"12,783.84",0.048354798,0
International Bank Transfer in US Dollars (USD),"$13,393.00",Syrian Arab Republic,Bath Spa,GBP,USD,13393,"13,128.86",0.020119035,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Syrian Arab Republic,Bath Spa,GBP,GBP,10023,10000,0,23
International Bank Transfer in Euros (EUR),"11.562,00 €",Syrian Arab Republic,Bath Spa,GBP,EUR,11562,"11,210.54",0.031350854,0
VISA: Debit/Credit in TWD,"423,738.00 NT$",Taiwan,Bath Spa,GBP,TWD,423738,"4,02,127.19",0.05374123,0
MasterCard: Debit/Credit in TWD,"423,738.00 NT$",Taiwan,Bath Spa,GBP,TWD,423738,"4,02,127.19",0.05374123,0
International Bank Transfer in US Dollars (USD),"$13,392.00",Taiwan,Bath Spa,GBP,USD,13392,"13,128.86",0.020042867,0
International Bank Transfer in Euros (EUR),"11.561,00 €",Taiwan,Bath Spa,GBP,EUR,11561,"11,210.54",0.031261652,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Taiwan,Bath Spa,GBP,GBP,10000,10000,0,0
Debit/Credit Card in TJS,"130,606.00 TJS",Tajikistan,Bath Spa,GBP,TJS,130606,"1,23,944.18",0.05374855,0
International Bank Transfer in US Dollars (USD),"$13,393.00",Tajikistan,Bath Spa,GBP,USD,13393,"13,128.86",0.020119035,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Tajikistan,Bath Spa,GBP,GBP,10000,10000,0,0
Debit/Credit Card in TZS,"Sh31,678,700.00","Tanzania, United Republic of",Bath Spa,GBP,TZS,31678700,"3,00,56,619.16",0.053967508,0
International Bank Transfer in US Dollars (USD),"$13,389.00","Tanzania, United Republic of",Bath Spa,GBP,USD,13389,"13,128.86",0.019814363,0
International Bank Transfer in British Pounds (GBP),"£10,000.00","Tanzania, United Republic of",Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer in Thai Baht (THB),"฿437,148.00",Thailand,Bath Spa,GBP,THB,437148,"4,26,636.75",0.02463747,0
VISA: Debit/Credit in THB,"฿449,585.00",Thailand,Bath Spa,GBP,THB,449585,"4,26,636.75",0.053788732,0
MasterCard: Debit/Credit in THB,"฿449,585.00",Thailand,Bath Spa,GBP,THB,449585,"4,26,636.75",0.053788732,0
UnionPay Card in THB,"฿442,131.00",Thailand,Bath Spa,GBP,THB,442131,"4,26,636.75",0.036317195,0
International Bank Transfer in US Dollars (USD),"$13,390.00",Thailand,Bath Spa,GBP,USD,13390,"13,128.86",0.019890531,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Thailand,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in TTD,"93,422.00 TT$",Trinidad and Tobago,Bath Spa,GBP,TTD,93422,"88,684.48",0.053419945,0
Mastercard: Debit/Credit in TTD,"93,422.00 TT$",Trinidad and Tobago,Bath Spa,GBP,TTD,93422,"88,684.48",0.053419945,0
International Bank Transfer in US Dollars (USD),"$13,393.00",Trinidad and Tobago,Bath Spa,GBP,USD,13393,"13,128.86",0.020119035,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Trinidad and Tobago,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in Canadian Dollars (CAD),"$17,637.00",Trinidad and Tobago,Bath Spa,GBP,CAD,17637,"17,194.25",0.025749887,0
MasterCard: Debit/Credit in TND,"38,697.000 dt",Tunisia,Bath Spa,GBP,TND,38697,"36,713.87",0.054015826,0
VISA: Debit/Credit in TND,"38,697.000 dt",Tunisia,Bath Spa,GBP,TND,38697,"36,713.87",0.054015826,0
International Bank Transfer in US Dollars (USD),"$13,390.00",Tunisia,Bath Spa,GBP,USD,13390,"13,128.86",0.019890531,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Tunisia,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Turkish Lira (TRY),"81,339.00 TL",Turkey,Bath Spa,GBP,TRY,81339,"79,134.27",0.027860622,0
VISA: Debit/Credit in TRY,"83,353.00 TL",Turkey,Bath Spa,GBP,TRY,83353,"79,134.27",0.053311037,0
MasterCard: Debit/Credit in TRY,"83,353.00 TL",Turkey,Bath Spa,GBP,TRY,83353,"79,134.27",0.053311037,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Turkey,Bath Spa,GBP,GBP,10023,10000,0,23
International Bank Transfer in US Dollars (USD),"$13,391.00",Turkey,Bath Spa,GBP,USD,13391,"13,128.86",0.019966699,0
International Bank Transfer in Euros (EUR),"11.561,00 €",Turkey,Bath Spa,GBP,EUR,11561,"11,210.54",0.031261652,0
International Bank Transfer in US Dollars (USD),"$13,391.00",Turkmenistan,Bath Spa,GBP,USD,13391,"13,128.86",0.019966699,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Turkmenistan,Bath Spa,GBP,GBP,10000,10000,0,0
Debit/Credit Card in UGX,"52,899,000.00 USh",Uganda,Bath Spa,GBP,UGX,52899000,"5,02,88,847.81",0.051903201,0
International Bank Transfer in US Dollars (USD),"$13,389.00",Uganda,Bath Spa,GBP,USD,13389,"13,128.86",0.019814363,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Uganda,Bath Spa,GBP,GBP,10000,10000,0,0
Debit/Credit Card in UAH,"392,548.00 ₴",Ukraine,Bath Spa,GBP,UAH,392548,"3,72,561.34",0.053646629,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Ukraine,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in EUR,"11.672,00 €",Ukraine,Bath Spa,GBP,EUR,11672,"11,210.54",0.041163048,0
MasterCard: Debit/Credit in EUR,"11.672,00 €",Ukraine,Bath Spa,GBP,EUR,11672,"11,210.54",0.041163048,0
MasterCard: Debit/Credit in USD,"$13,861.00",Ukraine,Bath Spa,GBP,USD,13861,"13,128.86",0.055765695,0
VISA: Debit/Credit in USD,"$13,861.00",Ukraine,Bath Spa,GBP,USD,13861,"13,128.86",0.055765695,0
International Bank Transfer in US Dollars (USD),"$13,388.00",Ukraine,Bath Spa,GBP,USD,13388,"13,128.86",0.019738195,0
Bank Transfer in Emirati Dirham (AED),"د.إ49,203.00",United Arab Emirates,Bath Spa,GBP,AED,49203,"48,312.43",0.018433558,0
